frame_idx,timestamp,camera_id,camera_kind,vehicle_id,plate,turn,phase,true_speed_mps,world_x,world_y,lane_id
289,11.560,cam_N_in,inbound_rear,V0043,77V-259.44,straight,inbound,0.00,1.75,145.18,N_in_1
289,11.560,cam_N_in,inbound_rear,V0053,43N-756.75,straight,inbound,1.18,1.75,132.12,N_in_1
289,11.560,cam_N_in,inbound_rear,V0081,33E-584.95,straight,inbound,0.95,-1.75,136.47,N_in_0
289,11.560,cam_N_in,inbound_rear,V0085,43Y-924.25,left,inbound,0.00,1.75,142.22,N_in_1
289,11.560,cam_N_in,inbound_rear,V0090,59H-868.69,right,inbound,0.00,1.75,141.01,N_in_1
289,11.560,cam_N_in,inbound_rear,V0102,61L-187.41,straight,inbound,3.19,-1.75,140.87,N_in_0
289,11.560,cam_N_in,inbound_rear,V0111,77M-718.42,straight,inbound,4.32,-1.75,147.25,N_in_0
289,11.560,cam_N_in,inbound_rear,V0112,75K-690.15,left,inbound,4.49,-1.75,147.71,N_in_0
289,11.560,cam_N_in,inbound_rear,V0116,53U-944.10,right,inbound,8.17,1.75,149.67,N_in_1
289,11.560,cam_S_in,inbound_rear,V0003,77V-529.38,straight,inbound,13.77,-1.75,-16.17,S_in_1
289,11.560,cam_S_in,inbound_rear,V0010,33F-573.58,straight,inbound,13.86,1.75,-9.67,S_in_0
289,11.560,cam_S_in,inbound_rear,V0011,29H-941.14,left,inbound,12.33,-1.75,-57.25,S_in_1
289,11.560,cam_S_in,inbound_rear,V0018,77K-612.32,right,inbound,12.57,1.75,-47.72,S_in_0
289,11.560,cam_S_in,inbound_rear,V0022,59V-269.43,right,inbound,8.96,1.75,-114.64,S_in_0
289,11.560,cam_S_in,inbound_rear,V0023,77G-830.49,straight,inbound,0.00,-1.75,-138.67,S_in_1
289,11.560,cam_S_in,inbound_rear,V0027,61X-584.41,left,inbound,11.13,1.75,-82.68,S_in_0
289,11.560,cam_S_in,inbound_rear,V0028,75R-462.64,straight,inbound,10.89,-1.75,-93.40,S_in_1
289,11.560,cam_S_in,inbound_rear,V0031,30S-927.80,straight,inbound,0.00,-1.75,-140.09,S_in_1
289,11.560,cam_S_in,inbound_rear,V0037,29Y-183.63,right,inbound,0.00,-1.75,-142.23,S_in_1
289,11.560,cam_S_in,inbound_rear,V0056,77R-101.76,uturn,inbound,0.00,-1.75,-142.53,S_in_1
289,11.560,cam_S_in,inbound_rear,V0059,53F-730.82,straight,inbound,0.00,-1.75,-142.42,S_in_1
289,11.560,cam_S_in,inbound_rear,V0066,30S-236.69,right,inbound,3.47,-1.75,-126.86,S_in_1
289,11.560,cam_S_in,inbound_rear,V0071,30R-517.52,right,inbound,0.00,1.75,-143.64,S_in_0
289,11.560,cam_S_in,inbound_rear,V0072,53X-812.12,left,inbound,0.00,-1.75,-138.48,S_in_1
289,11.560,cam_S_in,inbound_rear,V0076,31Y-646.13,uturn,inbound,0.00,1.75,-140.94,S_in_0
289,11.560,cam_S_in,inbound_rear,V0083,30X-126.49,right,inbound,0.79,1.75,-134.43,S_in_0
289,11.560,cam_S_in,inbound_rear,V0088,77U-766.44,right,inbound,0.00,1.75,-137.68,S_in_0
289,11.560,cam_S_in,inbound_rear,V0093,59V-876.40,right,inbound,0.00,-1.75,-141.28,S_in_1
289,11.560,cam_S_in,inbound_rear,V0097,77T-383.85,uturn,inbound,0.00,1.75,-142.68,S_in_0
289,11.560,cam_S_in,inbound_rear,V0099,29V-399.99,uturn,inbound,1.16,1.75,-141.51,S_in_0
289,11.560,cam_S_in,inbound_rear,V0103,53S-553.48,left,inbound,5.11,-1.75,-139.45,S_in_1
289,11.560,cam_S_in,inbound_rear,V0108,60H-763.29,uturn,inbound,6.27,-1.75,-143.22,S_in_1
289,11.560,cam_E_in,inbound_rear,V0005,53D-467.54,right,inbound,5.88,31.76,1.75,E_in_1
289,11.560,cam_E_in,inbound_rear,V0009,75K-818.97,right,inbound,8.75,53.71,1.75,E_in_1
289,11.560,cam_E_in,inbound_rear,V0019,60Y-303.29,straight,inbound,3.30,133.21,-1.75,E_in_0
289,11.560,cam_E_in,inbound_rear,V0021,33X-180.20,left,inbound,9.88,52.74,-1.75,E_in_0
289,11.560,cam_E_in,inbound_rear,V0035,61T-614.77,straight,inbound,9.64,77.26,1.75,E_in_1
289,11.560,cam_E_in,inbound_rear,V0038,33M-344.43,straight,inbound,0.00,138.67,1.75,E_in_1
289,11.560,cam_E_in,inbound_rear,V0039,30A-569.89,uturn,inbound,10.62,80.35,-1.75,E_in_0
289,11.560,cam_E_in,inbound_rear,V0041,59V-820.48,right,inbound,9.09,101.67,1.75,E_in_1
289,11.560,cam_E_in,inbound_rear,V0044,75K-617.72,straight,inbound,0.00,137.55,1.75,E_in_1
289,11.560,cam_E_in,inbound_rear,V0048,29N-315.97,straight,inbound,0.00,146.15,1.75,E_in_1
289,11.560,cam_E_in,inbound_rear,V0054,30K-282.84,uturn,inbound,0.00,144.04,1.75,E_in_1
289,11.560,cam_E_in,inbound_rear,V0058,75R-434.61,right,inbound,0.00,142.35,-1.75,E_in_0
289,11.560,cam_E_in,inbound_rear,V0067,59Y-934.74,straight,inbound,1.42,132.89,1.75,E_in_1
289,11.560,cam_E_in,inbound_rear,V0078,51M-879.58,straight,inbound,0.00,137.22,1.75,E_in_1
289,11.560,cam_E_in,inbound_rear,V0092,77K-669.11,right,inbound,0.00,145.37,-1.75,E_in_0
289,11.560,cam_E_in,inbound_rear,V0095,60N-535.80,straight,inbound,0.00,140.58,1.75,E_in_1
289,11.560,cam_E_in,inbound_rear,V0096,33D-838.34,straight,inbound,0.65,140.06,-1.75,E_in_0
289,11.560,cam_E_in,inbound_rear,V0098,33L-332.56,straight,inbound,0.00,146.51,-1.75,E_in_0
289,11.560,cam_W_in,inbound_rear,V0006,53C-665.47,left,inbound,6.47,-33.75,-1.75,W_in_1
289,11.560,cam_W_in,inbound_rear,V0013,31H-862.81,right,inbound,9.02,-56.18,-1.75,W_in_1
289,11.560,cam_W_in,inbound_rear,V0014,53N-324.27,right,inbound,9.13,-64.93,1.75,W_in_0
289,11.560,cam_W_in,inbound_rear,V0016,59U-357.80,left,inbound,10.17,-94.11,1.75,W_in_0
289,11.560,cam_W_in,inbound_rear,V0034,43G-159.84,left,inbound,9.89,-80.90,-1.75,W_in_1
289,11.560,cam_W_in,inbound_rear,V0049,77E-342.30,uturn,inbound,1.23,-135.02,1.75,W_in_0
289,11.560,cam_W_in,inbound_rear,V0050,77M-901.62,left,inbound,0.00,-138.46,1.75,W_in_0
289,11.560,cam_W_in,inbound_rear,V0052,33H-124.94,straight,inbound,9.19,-103.93,-1.75,W_in_1
289,11.560,cam_W_in,inbound_rear,V0063,30S-524.90,right,inbound,0.00,-140.24,-1.75,W_in_1
289,11.560,cam_W_in,inbound_rear,V0064,33E-771.98,straight,inbound,0.00,-139.97,1.75,W_in_0
289,11.560,cam_W_in,inbound_rear,V0068,77T-560.43,left,inbound,2.62,-132.96,-1.75,W_in_1
289,11.560,cam_W_in,inbound_rear,V0073,51L-871.59,left,inbound,0.00,-137.19,1.75,W_in_0
289,11.560,cam_W_in,inbound_rear,V0074,77V-919.87,left,inbound,0.00,-143.08,1.75,W_in_0
289,11.560,cam_W_in,inbound_rear,V0079,30T-119.79,straight,inbound,0.00,-137.21,1.75,W_in_0
289,11.560,cam_W_in,inbound_rear,V0082,51F-720.87,uturn,inbound,0.00,-140.39,-1.75,W_in_1
289,11.560,cam_W_in,inbound_rear,V0084,77G-177.85,right,inbound,0.00,-141.51,1.75,W_in_0
289,11.560,cam_W_in,inbound_rear,V0087,30R-470.91,left,inbound,0.00,-142.53,1.75,W_in_0
289,11.560,cam_W_in,inbound_rear,V0089,77X-374.51,left,inbound,0.00,-138.92,-1.75,W_in_1
289,11.560,cam_W_in,inbound_rear,V0106,61T-398.14,straight,inbound,4.64,-142.83,1.75,W_in_0
289,11.560,cam_W_in,inbound_rear,V0107,33K-906.90,right,inbound,5.77,-142.87,-1.75,W_in_1
289,11.560,cam_W_in,inbound_rear,V0113,31X-546.91,left,inbound,9.77,-146.71,-1.75,W_in_1
290,11.600,cam_N_in,inbound_rear,V0001,43H-328.27,left,inbound,13.85,1.75,1.39,N_in_1
290,11.600,cam_N_in,inbound_rear,V0002,29A-195.37,straight,inbound,12.80,1.75,46.09,N_in_1
290,11.600,cam_N_in,inbound_rear,V0004,31R-448.45,straight,inbound,13.85,-1.75,1.14,N_in_0
290,11.600,cam_N_in,inbound_rear,V0008,30P-384.68,right,inbound,0.00,1.75,143.61,N_in_1
290,11.600,cam_N_in,inbound_rear,V0012,61M-317.93,right,inbound,11.33,1.75,90.49,N_in_1
290,11.600,cam_N_in,inbound_rear,V0015,31F-911.97,straight,inbound,11.35,-1.75,63.74,N_in_0
290,11.600,cam_N_in,inbound_rear,V0020,59A-214.56,left,inbound,0.00,-1.75,138.89,N_in_0
290,11.600,cam_N_in,inbound_rear,V0026,30U-343.45,right,inbound,0.00,-1.75,145.15,N_in_0
290,11.600,cam_N_in,inbound_rear,V0029,75D-162.61,left,inbound,0.00,-1.75,139.32,N_in_0
290,11.600,cam_N_in,inbound_rear,V0032,33F-516.72,right,inbound,3.23,-1.75,126.32,N_in_0
290,11.600,cam_N_in,inbound_rear,V0033,29P-371.68,straight,inbound,0.00,-1.75,140.66,N_in_0
290,11.600,cam_N_in,inbound_rear,V0036,30Y-169.96,left,inbound,0.00,1.75,143.18,N_in_1
290,11.600,cam_N_in,inbound_rear,V0040,60K-235.54,left,inbound,0.00,1.75,138.25,N_in_1
290,11.600,cam_N_in,inbound_rear,V0043,77V-259.44,straight,inbound,0.00,1.75,145.18,N_in_1
290,11.600,cam_N_in,inbound_rear,V0053,43N-756.75,straight,inbound,1.21,1.75,132.07,N_in_1
290,11.600,cam_N_in,inbound_rear,V0081,33E-584.95,straight,inbound,0.98,-1.75,136.43,N_in_0
290,11.600,cam_N_in,inbound_rear,V0085,43Y-924.25,left,inbound,0.00,1.75,142.22,N_in_1
290,11.600,cam_N_in,inbound_rear,V0090,59H-868.69,right,inbound,0.00,1.75,141.01,N_in_1
290,11.600,cam_N_in,inbound_rear,V0102,61L-187.41,straight,inbound,3.01,-1.75,140.75,N_in_0
290,11.600,cam_N_in,inbound_rear,V0111,77M-718.42,straight,inbound,4.16,-1.75,147.09,N_in_0
290,11.600,cam_N_in,inbound_rear,V0112,75K-690.15,left,inbound,4.34,-1.75,147.54,N_in_0
290,11.600,cam_N_in,inbound_rear,V0116,53U-944.10,right,inbound,8.03,1.75,149.35,N_in_1
290,11.600,cam_S_in,inbound_rear,V0003,77V-529.38,straight,inbound,13.78,-1.75,-15.62,S_in_1
290,11.600,cam_S_in,inbound_rear,V0010,33F-573.58,straight,inbound,13.86,1.75,-9.11,S_in_0
290,11.600,cam_S_in,inbound_rear,V0011,29H-941.14,left,inbound,12.34,-1.75,-56.76,S_in_1
290,11.600,cam_S_in,inbound_rear,V0018,77K-612.32,right,inbound,12.58,1.75,-47.22,S_in_0
290,11.600,cam_S_in,inbound_rear,V0022,59V-269.43,right,inbound,9.01,1.75,-114.28,S_in_0
290,11.600,cam_S_in,inbound_rear,V0023,77G-830.49,straight,inbound,0.00,-1.75,-138.67,S_in_1
290,11.600,cam_S_in,inbound_rear,V0027,61X-584.41,left,inbound,11.15,1.75,-82.24,S_in_0
290,11.600,cam_S_in,inbound_rear,V0028,75R-462.64,straight,inbound,10.92,-1.75,-92.96,S_in_1
290,11.600,cam_S_in,inbound_rear,V0031,30S-927.80,straight,inbound,0.00,-1.75,-140.09,S_in_1
290,11.600,cam_S_in,inbound_rear,V0037,29Y-183.63,right,inbound,0.00,-1.75,-142.23,S_in_1
290,11.600,cam_S_in,inbound_rear,V0056,77R-101.76,uturn,inbound,0.00,-1.75,-142.53,S_in_1
290,11.600,cam_S_in,inbound_rear,V0059,53F-730.82,straight,inbound,0.00,-1.75,-142.42,S_in_1
290,11.600,cam_S_in,inbound_rear,V0066,30S-236.69,right,inbound,3.49,-1.75,-126.72,S_in_1
290,11.600,cam_S_in,inbound_rear,V0071,30R-517.52,right,inbound,0.00,1.75,-143.64,S_in_0
290,11.600,cam_S_in,inbound_rear,V0072,53X-812.12,left,inbound,0.00,-1.75,-138.48,S_in_1
290,11.600,cam_S_in,inbound_rear,V0076,31Y-646.13,uturn,inbound,0.00,1.75,-140.94,S_in_0
290,11.600,cam_S_in,inbound_rear,V0083,30X-126.49,right,inbound,0.80,1.75,-134.40,S_in_0
290,11.600,cam_S_in,inbound_rear,V0088,77U-766.44,right,inbound,0.00,1.75,-137.68,S_in_0
290,11.600,cam_S_in,inbound_rear,V0093,59V-876.40,right,inbound,0.00,-1.75,-141.28,S_in_1
290,11.600,cam_S_in,inbound_rear,V0097,77T-383.85,uturn,inbound,0.00,1.75,-142.68,S_in_0
290,11.600,cam_S_in,inbound_rear,V0099,29V-399.99,uturn,inbound,0.98,1.75,-141.47,S_in_0
290,11.600,cam_S_in,inbound_rear,V0103,53S-553.48,left,inbound,4.93,-1.75,-139.25,S_in_1
290,11.600,cam_S_in,inbound_rear,V0108,60H-763.29,uturn,inbound,6.09,-1.75,-142.98,S_in_1
290,11.600,cam_E_in,inbound_rear,V0005,53D-467.54,right,inbound,5.80,31.53,1.75,E_in_1
290,11.600,cam_E_in,inbound_rear,V0009,75K-818.97,right,inbound,8.70,53.36,1.75,E_in_1
290,11.600,cam_E_in,inbound_rear,V0019,60Y-303.29,straight,inbound,3.33,133.07,-1.75,E_in_0
290,11.600,cam_E_in,inbound_rear,V0021,33X-180.20,left,inbound,9.83,52.35,-1.75,E_in_0
290,11.600,cam_E_in,inbound_rear,V0035,61T-614.77,straight,inbound,9.62,76.87,1.75,E_in_1
290,11.600,cam_E_in,inbound_rear,V0038,33M-344.43,straight,inbound,0.00,138.67,1.75,E_in_1
290,11.600,cam_E_in,inbound_rear,V0039,30A-569.89,uturn,inbound,10.61,79.92,-1.75,E_in_0
290,11.600,cam_E_in,inbound_rear,V0041,59V-820.48,right,inbound,9.11,101.30,1.75,E_in_1
290,11.600,cam_E_in,inbound_rear,V0044,75K-617.72,straight,inbound,0.00,137.55,1.75,E_in_1
290,11.600,cam_E_in,inbound_rear,V0048,29N-315.97,straight,inbound,0.00,146.15,1.75,E_in_1
290,11.600,cam_E_in,inbound_rear,V0054,30K-282.84,uturn,inbound,0.00,144.04,1.75,E_in_1
290,11.600,cam_E_in,inbound_rear,V0058,75R-434.61,right,inbound,0.00,142.35,-1.75,E_in_0
290,11.600,cam_E_in,inbound_rear,V0067,59Y-934.74,straight,inbound,1.45,132.83,1.75,E_in_1
290,11.600,cam_E_in,inbound_rear,V0078,51M-879.58,straight,inbound,0.00,137.22,1.75,E_in_1
290,11.600,cam_E_in,inbound_rear,V0092,77K-669.11,right,inbound,0.00,145.37,-1.75,E_in_0
290,11.600,cam_E_in,inbound_rear,V0095,60N-535.80,straight,inbound,0.00,140.58,1.75,E_in_1
290,11.600,cam_E_in,inbound_rear,V0096,33D-838.34,straight,inbound,0.60,140.04,-1.75,E_in_0
290,11.600,cam_E_in,inbound_rear,V0098,33L-332.56,straight,inbound,0.00,146.51,-1.75,E_in_0
290,11.600,cam_W_in,inbound_rear,V0006,53C-665.47,left,inbound,6.40,-33.49,-1.75,W_in_1
290,11.600,cam_W_in,inbound_rear,V0013,31H-862.81,right,inbound,8.98,-55.82,-1.75,W_in_1
290,11.600,cam_W_in,inbound_rear,V0014,53N-324.27,right,inbound,9.11,-64.56,1.75,W_in_0
290,11.600,cam_W_in,inbound_rear,V0016,59U-357.80,left,inbound,10.17,-93.71,1.75,W_in_0
290,11.600,cam_W_in,inbound_rear,V0034,43G-159.84,left,inbound,9.88,-80.51,-1.75,W_in_1
290,11.600,cam_W_in,inbound_rear,V0049,77E-342.30,uturn,inbound,1.25,-134.97,1.75,W_in_0
290,11.600,cam_W_in,inbound_rear,V0050,77M-901.62,left,inbound,0.00,-138.46,1.75,W_in_0
290,11.600,cam_W_in,inbound_rear,V0052,33H-124.94,straight,inbound,9.21,-103.56,-1.75,W_in_1
290,11.600,cam_W_in,inbound_rear,V0063,30S-524.90,right,inbound,0.00,-140.24,-1.75,W_in_1
290,11.600,cam_W_in,inbound_rear,V0064,33E-771.98,straight,inbound,0.00,-139.97,1.75,W_in_0
290,11.600,cam_W_in,inbound_rear,V0068,77T-560.43,left,inbound,2.65,-132.86,-1.75,W_in_1
290,11.600,cam_W_in,inbound_rear,V0073,51L-871.59,left,inbound,0.00,-137.19,1.75,W_in_0
290,11.600,cam_W_in,inbound_rear,V0074,77V-919.87,left,inbound,0.00,-143.08,1.75,W_in_0
290,11.600,cam_W_in,inbound_rear,V0079,30T-119.79,straight,inbound,0.00,-137.21,1.75,W_in_0
290,11.600,cam_W_in,inbound_rear,V0082,51F-720.87,uturn,inbound,0.00,-140.39,-1.75,W_in_1
290,11.600,cam_W_in,inbound_rear,V0084,77G-177.85,right,inbound,0.00,-141.51,1.75,W_in_0
290,11.600,cam_W_in,inbound_rear,V0087,30R-470.91,left,inbound,0.00,-142.53,1.75,W_in_0
290,11.600,cam_W_in,inbound_rear,V0089,77X-374.51,left,inbound,0.00,-138.92,-1.75,W_in_1
290,11.600,cam_W_in,inbound_rear,V0106,61T-398.14,straight,inbound,4.46,-142.66,1.75,W_in_0
290,11.600,cam_W_in,inbound_rear,V0107,33K-906.90,right,inbound,5.59,-142.64,-1.75,W_in_1
290,11.600,cam_W_in,inbound_rear,V0113,31X-546.91,left,inbound,9.63,-146.33,-1.75,W_in_1
291,11.640,cam_N_in,inbound_rear,V0001,43H-328.27,left,inbound,13.85,1.75,0.84,N_in_1
291,11.640,cam_N_in,inbound_rear,V0002,29A-195.37,straight,inbound,12.81,1.75,45.58,N_in_1
291,11.640,cam_N_in,inbound_rear,V0004,31R-448.45,straight,inbound,13.85,-1.75,0.58,N_in_0
291,11.640,cam_N_in,inbound_rear,V0008,30P-384.68,right,inbound,0.00,1.75,143.61,N_in_1
291,11.640,cam_N_in,inbound_rear,V0012,61M-317.93,right,inbound,11.36,1.75,90.03,N_in_1
291,11.640,cam_N_in,inbound_rear,V0015,31F-911.97,straight,inbound,11.36,-1.75,63.29,N_in_0
291,11.640,cam_N_in,inbound_rear,V0020,59A-214.56,left,inbound,0.00,-1.75,138.89,N_in_0
291,11.640,cam_N_in,inbound_rear,V0026,30U-343.45,right,inbound,0.00,-1.75,145.15,N_in_0
291,11.640,cam_N_in,inbound_rear,V0029,75D-162.61,left,inbound,0.00,-1.75,139.32,N_in_0
291,11.640,cam_N_in,inbound_rear,V0032,33F-516.72,right,inbound,3.25,-1.75,126.19,N_in_0
291,11.640,cam_N_in,inbound_rear,V0033,29P-371.68,straight,inbound,0.00,-1.75,140.66,N_in_0
291,11.640,cam_N_in,inbound_rear,V0036,30Y-169.96,left,inbound,0.00,1.75,143.18,N_in_1
291,11.640,cam_N_in,inbound_rear,V0040,60K-235.54,left,inbound,0.00,1.75,138.25,N_in_1
291,11.640,cam_N_in,inbound_rear,V0043,77V-259.44,straight,inbound,0.00,1.75,145.18,N_in_1
291,11.640,cam_N_in,inbound_rear,V0053,43N-756.75,straight,inbound,1.23,1.75,132.02,N_in_1
291,11.640,cam_N_in,inbound_rear,V0081,33E-584.95,straight,inbound,1.02,-1.75,136.39,N_in_0
291,11.640,cam_N_in,inbound_rear,V0085,43Y-924.25,left,inbound,0.00,1.75,142.22,N_in_1
291,11.640,cam_N_in,inbound_rear,V0090,59H-868.69,right,inbound,0.00,1.75,141.01,N_in_1
291,11.640,cam_N_in,inbound_rear,V0102,61L-187.41,straight,inbound,2.83,-1.75,140.63,N_in_0
291,11.640,cam_N_in,inbound_rear,V0111,77M-718.42,straight,inbound,4.00,-1.75,146.93,N_in_0
291,11.640,cam_N_in,inbound_rear,V0112,75K-690.15,left,inbound,4.20,-1.75,147.37,N_in_0
291,11.640,cam_N_in,inbound_rear,V0116,53U-944.10,right,inbound,7.88,1.75,149.04,N_in_1
291,11.640,cam_S_in,inbound_rear,V0003,77V-529.38,straight,inbound,13.78,-1.75,-15.06,S_in_1
291,11.640,cam_S_in,inbound_rear,V0010,33F-573.58,straight,inbound,13.86,1.75,-8.56,S_in_0
291,11.640,cam_S_in,inbound_rear,V0011,29H-941.14,left,inbound,12.35,-1.75,-56.27,S_in_1
291,11.640,cam_S_in,inbound_rear,V0018,77K-612.32,right,inbound,12.58,1.75,-46.72,S_in_0
291,11.640,cam_S_in,inbound_rear,V0022,59V-269.43,right,inbound,9.05,1.75,-113.92,S_in_0
291,11.640,cam_S_in,inbound_rear,V0023,77G-830.49,straight,inbound,0.00,-1.75,-138.67,S_in_1
291,11.640,cam_S_in,inbound_rear,V0027,61X-584.41,left,inbound,11.17,1.75,-81.79,S_in_0
291,11.640,cam_S_in,inbound_rear,V0028,75R-462.64,straight,inbound,10.95,-1.75,-92.52,S_in_1
291,11.640,cam_S_in,inbound_rear,V0031,30S-927.80,straight,inbound,0.00,-1.75,-140.09,S_in_1
291,11.640,cam_S_in,inbound_rear,V0037,29Y-183.63,right,inbound,0.00,-1.75,-142.23,S_in_1
291,11.640,cam_S_in,inbound_rear,V0056,77R-101.76,uturn,inbound,0.00,-1.75,-142.53,S_in_1
291,11.640,cam_S_in,inbound_rear,V0059,53F-730.82,straight,inbound,0.00,-1.75,-142.42,S_in_1
291,11.640,cam_S_in,inbound_rear,V0066,30S-236.69,right,inbound,3.52,-1.75,-126.58,S_in_1
291,11.640,cam_S_in,inbound_rear,V0071,30R-517.52,right,inbound,0.00,1.75,-143.64,S_in_0
291,11.640,cam_S_in,inbound_rear,V0072,53X-812.12,left,inbound,0.00,-1.75,-138.48,S_in_1
291,11.640,cam_S_in,inbound_rear,V0076,31Y-646.13,uturn,inbound,0.00,1.75,-140.94,S_in_0
291,11.640,cam_S_in,inbound_rear,V0083,30X-126.49,right,inbound,0.81,1.75,-134.37,S_in_0
291,11.640,cam_S_in,inbound_rear,V0088,77U-766.44,right,inbound,0.00,1.75,-137.68,S_in_0
291,11.640,cam_S_in,inbound_rear,V0093,59V-876.40,right,inbound,0.00,-1.75,-141.28,S_in_1
291,11.640,cam_S_in,inbound_rear,V0097,77T-383.85,uturn,inbound,0.00,1.75,-142.68,S_in_0
291,11.640,cam_S_in,inbound_rear,V0099,29V-399.99,uturn,inbound,0.80,1.75,-141.43,S_in_0
291,11.640,cam_S_in,inbound_rear,V0103,53S-553.48,left,inbound,4.75,-1.75,-139.06,S_in_1
291,11.640,cam_S_in,inbound_rear,V0108,60H-763.29,uturn,inbound,5.91,-1.75,-142.74,S_in_1
291,11.640,cam_E_in,inbound_rear,V0005,53D-467.54,right,inbound,5.73,31.30,1.75,E_in_1
291,11.640,cam_E_in,inbound_rear,V0009,75K-818.97,right,inbound,8.66,53.02,1.75,E_in_1
291,11.640,cam_E_in,inbound_rear,V0019,60Y-303.29,straight,inbound,3.36,132.94,-1.75,E_in_0
291,11.640,cam_E_in,inbound_rear,V0021,33X-180.20,left,inbound,9.79,51.95,-1.75,E_in_0
291,11.640,cam_E_in,inbound_rear,V0035,61T-614.77,straight,inbound,9.61,76.49,1.75,E_in_1
291,11.640,cam_E_in,inbound_rear,V0038,33M-344.43,straight,inbound,0.00,138.67,1.75,E_in_1
291,11.640,cam_E_in,inbound_rear,V0039,30A-569.89,uturn,inbound,10.61,79.50,-1.75,E_in_0
291,11.640,cam_E_in,inbound_rear,V0041,59V-820.48,right,inbound,9.13,100.94,1.75,E_in_1
291,11.640,cam_E_in,inbound_rear,V0044,75K-617.72,straight,inbound,0.00,137.55,1.75,E_in_1
291,11.640,cam_E_in,inbound_rear,V0048,29N-315.97,straight,inbound,0.00,146.15,1.75,E_in_1
291,11.640,cam_E_in,inbound_rear,V0054,30K-282.84,uturn,inbound,0.00,144.04,1.75,E_in_1
291,11.640,cam_E_in,inbound_rear,V0058,75R-434.61,right,inbound,0.00,142.35,-1.75,E_in_0
291,11.640,cam_E_in,inbound_rear,V0067,59Y-934.74,straight,inbound,1.47,132.77,1.75,E_in_1
291,11.640,cam_E_in,inbound_rear,V0078,51M-879.58,straight,inbound,0.00,137.22,1.75,E_in_1
291,11.640,cam_E_in,inbound_rear,V0092,77K-669.11,right,inbound,0.00,145.37,-1.75,E_in_0
291,11.640,cam_E_in,inbound_rear,V0095,60N-535.80,straight,inbound,0.00,140.58,1.75,E_in_1
291,11.640,cam_E_in,inbound_rear,V0096,33D-838.34,straight,inbound,0.57,140.01,-1.75,E_in_0
291,11.640,cam_E_in,inbound_rear,V0098,33L-332.56,straight,inbound,0.00,146.51,-1.75,E_in_0
291,11.640,cam_W_in,inbound_rear,V0006,53C-665.47,left,inbound,6.33,-33.24,-1.75,W_in_1
291,11.640,cam_W_in,inbound_rear,V0013,31H-862.81,right,inbound,8.93,-55.46,-1.75,W_in_1
291,11.640,cam_W_in,inbound_rear,V0014,53N-324.27,right,inbound,9.09,-64.20,1.75,W_in_0
291,11.640,cam_W_in,inbound_rear,V0016,59U-357.80,left,inbound,10.17,-93.30,1.75,W_in_0
291,11.640,cam_W_in,inbound_rear,V0034,43G-159.84,left,inbound,9.86,-80.11,-1.75,W_in_1
291,11.640,cam_W_in,inbound_rear,V0049,77E-342.30,uturn,inbound,1.28,-134.92,1.75,W_in_0
291,11.640,cam_W_in,inbound_rear,V0050,77M-901.62,left,inbound,0.00,-138.46,1.75,W_in_0
291,11.640,cam_W_in,inbound_rear,V0052,33H-124.94,straight,inbound,9.22,-103.20,-1.75,W_in_1
291,11.640,cam_W_in,inbound_rear,V0063,30S-524.90,right,inbound,0.00,-140.24,-1.75,W_in_1
291,11.640,cam_W_in,inbound_rear,V0064,33E-771.98,straight,inbound,0.00,-139.97,1.75,W_in_0
291,11.640,cam_W_in,inbound_rear,V0068,77T-560.43,left,inbound,2.68,-132.75,-1.75,W_in_1
291,11.640,cam_W_in,inbound_rear,V0073,51L-871.59,left,inbound,0.00,-137.19,1.75,W_in_0
291,11.640,cam_W_in,inbound_rear,V0074,77V-919.87,left,inbound,0.00,-143.08,1.75,W_in_0
291,11.640,cam_W_in,inbound_rear,V0079,30T-119.79,straight,inbound,0.00,-137.21,1.75,W_in_0
291,11.640,cam_W_in,inbound_rear,V0082,51F-720.87,uturn,inbound,0.00,-140.39,-1.75,W_in_1
291,11.640,cam_W_in,inbound_rear,V0084,77G-177.85,right,inbound,0.00,-141.51,1.75,W_in_0
291,11.640,cam_W_in,inbound_rear,V0087,30R-470.91,left,inbound,0.00,-142.53,1.75,W_in_0
291,11.640,cam_W_in,inbound_rear,V0089,77X-374.51,left,inbound,0.00,-138.92,-1.75,W_in_1
291,11.640,cam_W_in,inbound_rear,V0106,61T-398.14,straight,inbound,4.28,-142.48,1.75,W_in_0
291,11.640,cam_W_in,inbound_rear,V0107,33K-906.90,right,inbound,5.41,-142.43,-1.75,W_in_1
291,11.640,cam_W_in,inbound_rear,V0113,31X-546.91,left,inbound,9.48,-145.95,-1.75,W_in_1
292,11.680,cam_N_in,inbound_rear,V0001,43H-328.27,left,inbound,13.85,1.75,0.28,N_in_1
292,11.680,cam_N_in,inbound_rear,V0002,29A-195.37,straight,inbound,12.81,1.75,45.07,N_in_1
292,11.680,cam_N_in,inbound_rear,V0004,31R-448.45,straight,inbound,13.85,-1.75,0.03,N_in_0
292,11.680,cam_N_in,inbound_rear,V0008,30P-384.68,right,inbound,0.00,1.75,143.61,N_in_1
292,11.680,cam_N_in,inbound_rear,V0012,61M-317.93,right,inbound,11.39,1.75,89.58,N_in_1
292,11.680,cam_N_in,inbound_rear,V0015,31F-911.97,straight,inbound,11.38,-1.75,62.83,N_in_0
292,11.680,cam_N_in,inbound_rear,V0020,59A-214.56,left,inbound,0.00,-1.75,138.89,N_in_0
